Postcode,Latitude,Longitude
SE164PD,51.499123,-0.061100
SE164PE,51.499167,-0.061616
SE164PF,51.499051,-0.062183
SE164PG,51.499362,-0.061954
SE164PH,51.499998,-0.062359
SE164PJ,51.499635,-0.062720
SE164PL,51.499788,-0.063261
SE164PN,51.499166,-0.063187
SE164PP,51.498463,-0.063591
SE164PQ,51.499840,-0.062078
SE164PR,51.498654,-0.063727
SE164PS,51.499133,-0.063865
SE164PT,51.499902,-0.064193
SE164PU,51.498897,-0.064826
SE164PW,51.498680,-0.062617
SE164PX,51.498769,-0.065811
SE164PY,51.499964,-0.065199
SE164PZ,51.499972,-0.063527
SE164QA,51.499047,-0.062515
SE164QB,51.500173,-0.059326
SE164QD,51.499738,-0.058624
SE164QE,51.499274,-0.059364
SE164QF,51.498737,-0.061707
SE164QG,51.498960,-0.065371
SE164QH,51.499904,-0.059381
SE164QJ,51.497049,-0.066187
SE164QR,51.496952,-0.065773
SE164QS,51.496067,-0.065580
SE164QT,51.496334,-0.066448
SE164QU,51.495798,-0.066715
SE164QW,51.495966,-0.066507
SE164QX,51.495798,-0.066715
SE164QY,51.494923,-0.068193
SE164QZ,51.495445,-0.066039
SE164RA,51.495037,-0.065264
SE164RB,51.494025,-0.068231
SE164RJ,51.497413,-0.069745
SE164RL,51.497069,-0.062527
SE164RN,51.501200,-0.067106
SE164RP,51.496558,-0.069132
SE164RQ,51.501218,-0.067105
SE164RR,51.496288,-0.067501
SE164RS,51.499096,-0.057859
SE164RT,51.498148,-0.061977
SE164RU,51.497548,-0.063760
SE164RW,51.501250,-0.067925
SE164RX,51.497861,-0.064741
SE164RY,51.495907,-0.065112
SE164RZ,51.497935,-0.064291
SE164SA,51.501250,-0.067925
SE164SB,51.496822,-0.064424
SE164SD,51.497648,-0.064922
SE164SE,51.496951,-0.065168
SE164SF,51.492763,-0.080126
SE164SG,51.497707,-0.065784
SE164SH,51.498386,-0.066044
SE164SJ,51.498494,-0.064426
SE164SL,51.498386,-0.066044
SE164SN,51.498062,-0.063291
SE164SP,51.497528,-0.063617
SE164SQ,51.497632,-0.066133
SE164SR,51.497214,-0.064739
SE164SS,51.497303,-0.064145
SE164ST,51.501198,-0.067524
SE164SU,51.497720,-0.067657
SE164SW,51.496450,-0.064800
SE164SX,51.497806,-0.068503
SE164SY,51.497806,-0.068503
SE164SZ,51.497487,-0.068762
SE164TA,51.498134,-0.069282
SE164TB,51.498237,-0.070099
SE164TD,51.497744,-0.070177
SE164TE,51.498316,-0.070542
SE164TF,51.496915,-0.068469
SE164TG,51.501968,-0.070013
SE164TH,51.501614,-0.068760
SE164TJ,51.501444,-0.068810
SE164TL,51.501614,-0.068746
SE164TN,51.501316,-0.068139
SE164TP,51.500260,-0.062434
SE164TQ,51.501189,-0.067524
SE164TR,51.500304,-0.061842
SE164TS,51.500099,-0.058709
SE164TT,51.500449,-0.062426
SE164TU,51.500611,-0.060791
SE164TW,51.501131,-0.068377
SE164TX,51.500681,-0.064535
SE164TY,51.500156,-0.064283
SE164TZ,51.500584,-0.060274
SE164UA,51.500361,-0.064764
SE164UB,51.501080,-0.067976
SE164UD,51.500912,-0.067637
SE164UE,51.500853,-0.067827
SE164UF,51.500975,-0.067620
SE164UG,51.500302,-0.065502
SE164UH,51.501104,-0.068911
SE164UJ,51.500774,-0.068536
SE164UL,51.500501,-0.068865
SE164UN,51.499713,-0.067457
SE164UP,51.498952,-0.069276
SE164UQ,51.500932,-0.067204
SE164UR,51.499788,-0.068189
SE164US,51.501845,-0.069139
SE164UT,51.499644,-0.068670
SE164UU,51.499208,-0.068458
SE164UW,51.499881,-0.069972
SE164UX,51.498533,-0.067839
SE164UY,51.499065,-0.067413
SE164UZ,51.499190,-0.067868
SE164WA,51.501316,-0.068672
SE164WB,51.492763,-0.080126
SE164WD,51.501212,-0.068907
SE164WE,51.501366,-0.068958
SE164WF,51.496288,-0.067501
SE164WG,51.500673,-0.067316
SE164WH,51.499190,-0.067868
SE164WJ,51.492763,-0.080126
SE164WL,51.492763,-0.080126
SE164WN,51.492763,-0.080126
SE164WP,51.492763,-0.080126
SE164WQ,51.492763,-0.080126
SE164WR,51.501366,-0.068958
SE164WS,51.492763,-0.080126
SE164WT,51.496288,-0.067501
SE164WU,51.496288,-0.067501
SE164WW,51.496288,-0.067501
SE164WX,51.492763,-0.080126
SE164WY,51.492763,-0.080126
SE164WZ,51.492763,-0.080126
SE164XA,51.499216,-0.066715
SE164XB,51.499216,-0.066715
SE164XD,51.498755,-0.067123
SE164XE,51.498341,-0.067126
SE164XF,51.498807,-0.067582
SE164XG,51.500027,-0.066306
SE164XH,51.499417,-0.068003
SE164XJ,51.499051,-0.062183
SE164XL,51.500590,-0.067694
SE164XN,51.492763,-0.080126
SE164XP,51.492763,-0.080126
SE164XQ,51.500756,-0.066347
SE164XR,51.500565,-0.066744
SE164XS,51.492763,-0.080126
SE164XT,51.492763,-0.080126
SE164XU,51.492763,-0.080126
SE164XW,51.492763,-0.080126
SE164XY,51.492763,-0.080126
SE164XZ,51.499042,-0.062184
SE164YA,51.496288,-0.067501
SE164YB,51.496288,-0.067501
SE164YD,51.492763,-0.080126
SE164YE,51.496288,-0.067501
SE164YF,51.500671,-0.067157
SE164YG,51.492763,-0.080126
SE164YH,51.492763,-0.080126
SE164YJ,51.492763,-0.080126
SE164YL,51.492763,-0.080126
SE164YQ,51.496288,-0.067501
SE164YT,51.492763,-0.080126
SE164YW,51.492763,-0.080126
SE164YX,51.492763,-0.080126
SE164YY,51.492763,-0.080126
SE164YZ,51.496288,-0.067501
SE164ZA,51.499051,-0.062183
SE164ZB,51.499051,-0.062183
SE164ZD,51.499042,-0.062184
SE164ZE,51.499051,-0.062183
SE164ZF,51.499051,-0.062183
SE164ZG,51.492763,-0.080126
SE164ZH,51.499051,-0.062183
SE164ZJ,51.499051,-0.062183
SE164ZL,51.492763,-0.080126
SE164ZN,51.496288,-0.067501
SE164ZP,51.499051,-0.062183
SE164ZQ,51.499051,-0.062183
SE164ZR,51.499051,-0.062183
SE164ZS,51.499051,-0.062183
SE164ZT,51.499051,-0.062183
SE164ZU,51.499051,-0.062183
SE164ZW,51.492763,-0.080126
SE164ZX,51.492763,-0.080126
SE165AA,51.499203,-0.035147
SE165AB,51.498493,-0.035178
SE165AD,51.504739,-0.042993
SE165AE,51.505085,-0.042704
SE165AF,51.492763,-0.080126
SE165AL,51.492763,-0.080126
SE165BW,51.503357,-0.044248
SE165DJ,51.501327,-0.033601
SE165DS,51.506720,-0.039925
SE165DT,51.506838,-0.039963
SE165DU,51.505425,-0.035067
SE165DW,51.502560,-0.033144
SE165DX,51.504738,-0.034304
SE165DY,51.505823,-0.034689
SE165DZ,51.506329,-0.038558
SE165EA,51.506458,-0.042530
SE165EB,51.506910,-0.036185
SE165ED,51.506196,-0.042455
SE165EE,51.506884,-0.036776
SE165EF,51.506795,-0.041175
SE165EG,51.506681,-0.038111
SE165EH,51.506751,-0.039059
SE165EJ,51.505092,-0.033972
SE165EL,51.506669,-0.036339
SE165EN,51.504784,-0.034936
SE165EP,51.505705,-0.035141
SE165EQ,51.500823,-0.033032
SE165ER,51.505233,-0.034326
SE165ES,51.505292,-0.033559
SE165ET,51.499818,-0.033176
SE165EU,51.502560,-0.033144
SE165EW,51.505137,-0.035036
SE165EX,51.503321,-0.034005
SE165EY,51.502995,-0.033341
SE165EZ,51.492763,-0.080126
SE165FR,51.492763,-0.080126
SE165FS,51.506686,-0.035747
SE165FT,51.506524,-0.035149
SE165FX,51.505685,-0.033917
SE165FZ,51.506160,-0.034401
SE165GA,51.503023,-0.048989
SE165GB,51.503673,-0.048082
SE165GD,51.503185,-0.048492
SE165GE,51.503255,-0.049469
SE165GU,51.503675,-0.038528
SE165GW,51.504779,-0.046450
SE165GX,51.502035,-0.033469
SE165GY,51.502140,-0.034920
SE165GZ,51.502017,-0.034032
SE165HA,51.500617,-0.033127
SE165HB,51.500573,-0.033705
SE165HD,51.500417,-0.033006
SE165HE,51.500088,-0.034821
SE165HF,51.500482,-0.034718
SE165HG,51.503749,-0.035384
SE165HH,51.503039,-0.035414
SE165HJ,51.501335,-0.034638
SE165HL,51.502767,-0.034245
SE165HT,51.503490,-0.034963
SE165HU,51.502957,-0.033732
SE165HW,51.504192,-0.033909
SE165LH,51.505008,-0.043457
SE165LJ,51.498607,-0.034453
SE165LQ,51.501926,-0.036629
SE165ND,51.505413,-0.036494
SE165NE,51.505027,-0.035992
SE165NG,51.503753,-0.036709
SE165NH,51.503713,-0.038094
SE165NJ,51.502754,-0.036680
SE165NL,51.503177,-0.038276
SE165NW,51.502602,-0.037811
SE165NY,51.506400,-0.036336
SE165NZ,51.506055,-0.035630
SE165PB,51.503511,-0.045913
SE165PD,51.504338,-0.044797
SE165PF,51.503935,-0.044915
SE165PH,51.503507,-0.045149
SE165PN,51.503898,-0.047020
SE165PP,51.504029,-0.046784
SE165PQ,51.504187,-0.046532
SE165PR,51.504469,-0.046218
SE165QD,51.504914,-0.046977
SE165QF,51.504914,-0.046977
SE165QG,51.504133,-0.048682
SE165QH,51.502460,-0.051405
SE165QJ,51.504087,-0.048626
SE165QL,51.503657,-0.049293
SE165QN,51.503509,-0.049559
SE165QP,51.504384,-0.048657
SE165QQ,51.503202,-0.050062
SE165QR,51.503351,-0.049810
SE165QS,51.504969,-0.045461
SE165QT,51.502905,-0.050564
SE165QU,51.504627,-0.047594
SE165QW,51.504779,-0.046450
SE165QX,51.504739,-0.045687
SE165QY,51.506444,-0.044390
SE165RB,51.504093,-0.047372
SE165RD,51.505275,-0.045434
SE165RE,51.505327,-0.045317
SE165RF,51.506524,-0.044833
SE165RG,51.505916,-0.045090
SE165RH,51.505772,-0.045600
SE165RJ,51.504312,-0.047031
SE165RL,51.504362,-0.046799
SE165RN,51.505471,-0.044820
SE165RQ,51.505510,-0.046072
SE165SH,51.506655,-0.043545
SE165SJ,51.506945,-0.043158
SE165SL,51.505656,-0.044596
SE165SN,51.506012,-0.043832
SE165SP,51.505559,-0.043606
SE165SQ,51.506795,-0.043870
SE165SR,51.505275,-0.044396
SE165SS,51.506115,-0.043554
SE165ST,51.506720,-0.044190
SE165SU,51.506897,-0.043506
SE165SW,51.506357,-0.043500
SE165SX,51.506655,-0.043545
SE165SY,51.506655,-0.043545
SE165SZ,51.505056,-0.046322
SE165UA,51.503045,-0.032547
SE165UB,51.503540,-0.032597
SE165UD,51.502633,-0.032651
SE165UH,51.498460,-0.034272
SE165UJ,51.499834,-0.034702
SE165UL,51.498488,-0.032714
SE165UN,51.499154,-0.033795
SE165UP,51.499271,-0.032738
SE165UW,51.498663,-0.033514
SE165UY,51.492763,-0.080126
SE165UZ,51.499271,-0.032738
SE165WA,51.492763,-0.080126
SE165WB,51.492763,-0.080126
SE165WD,51.492763,-0.080126
SE165WE,51.492763,-0.080126
SE165WF,51.492763,-0.080126
SE165WG,51.492763,-0.080126
SE165WH,51.492763,-0.080126
SE165WJ,51.496288,-0.067501
SE165WL,51.492763,-0.080126
SE165WN,51.492763,-0.080126
SE165WP,51.497117,-0.037845
SE165WQ,51.492763,-0.080126
SE165WR,51.496288,-0.067501
SE165WS,51.492763,-0.080126
SE165WT,51.492763,-0.080126
SE165WU,51.492763,-0.080126
SE165WW,51.497117,-0.037845
SE165WX,51.496288,-0.067501
SE165WY,51.496288,-0.067501
SE165WZ,51.492763,-0.080126
SE165XA,51.492763,-0.080126
SE165XH,51.507337,-0.039149
SE165XJ,51.506982,-0.037824
SE165XL,51.507043,-0.038758
SE165XN,51.507061,-0.039305
SE165XP,51.507138,-0.040728
SE165XR,51.507234,-0.041618
SE165XS,51.506911,-0.042712
SE165XW,51.506993,-0.039553
SE165XX,51.506911,-0.042712
SE165XZ,51.492763,-0.080126
SE165YA,51.492763,-0.080126
SE165YB,51.492763,-0.080126
SE165YF,51.492763,-0.080126
SE165YG,51.492763,-0.080126
SE165YJ,51.496288,-0.067501
SE165YQ,51.496288,-0.067501
SE165YW,51.496288,-0.067501
SE165YY,51.503675,-0.038528
SE165ZA,51.496288,-0.067501
SE165ZF,51.492763,-0.080126
SE165ZH,51.492763,-0.080126
SE165ZJ,51.492763,-0.080126
SE165ZL,51.496288,-0.067501
SE165ZN,51.503675,-0.038528
SE165ZP,51.496288,-0.067501
SE165ZQ,51.496288,-0.067501
SE165ZR,51.492763,-0.080126
SE165ZS,51.496288,-0.067501
SE165ZT,51.496288,-0.067501
SE165ZW,51.496288,-0.067501
SE166AB,51.500320,-0.042793
SE166AD,51.500531,-0.037122
SE166AE,51.500699,-0.036927
SE166AF,51.501383,-0.044506
SE166AG,51.502320,-0.042981
SE166AH,51.502225,-0.045348
SE166AJ,51.501723,-0.043871
SE166AL,51.502373,-0.045083
SE166AN,51.502366,-0.045760
SE166AP,51.501497,-0.044861
SE166AQ,51.502374,-0.043541
SE166AR,51.502135,-0.044315
SE166AS,51.496288,-0.067501
SE166AT,51.502362,-0.042273
SE166AU,51.500402,-0.043381
SE166AW,51.501725,-0.045600
SE166AX,51.502318,-0.040172
SE166AY,51.501508,-0.042281
SE166AZ,51.500945,-0.037651
SE166BA,51.501457,-0.037615
SE166BB,51.500987,-0.036958
SE166BD,51.501122,-0.036390
SE166BE,51.501094,-0.035815
SE166BF,51.500846,-0.036056
SE166BG,51.480270,-0.074516
SE166BH,51.499105,-0.044848
SE166BJ,51.499053,-0.044951
SE166BL,51.498745,-0.044849
SE166BN,51.498788,-0.044746
SE166BS,51.502781,-0.044719
SE166BT,51.503408,-0.043482
SE166BU,51.502844,-0.044198
SE166BX,51.503384,-0.042633
SE166BY,51.502543,-0.042900
SE166BZ,51.502839,-0.043363
SE166DF,51.501419,-0.049345
SE166DJ,51.501825,-0.049429
SE166DN,51.501674,-0.049003
SE166DP,51.501497,-0.049198
SE166DR,51.501118,-0.048537
SE166DS,51.501007,-0.048383
SE166DU,51.501873,-0.047424
SE166DW,51.501651,-0.048154
SE166DX,51.501832,-0.048233
SE166FP,51.501252,-0.043114
SE166HN,51.499018,-0.036452
SE166HP,51.499796,-0.037225
SE166HR,51.498837,-0.036388
SE166HS,51.500146,-0.036144
SE166HW,51.499404,-0.036911
SE166HZ,51.502049,-0.049405
SE166LD,51.503871,-0.040018
SE166NA,51.504944,-0.038027
SE166NF,51.504244,-0.038677
SE166NN,51.505334,-0.038745
SE166NP,51.500800,-0.037038
SE166NQ,51.504765,-0.039663
SE166NR,51.504599,-0.041054
SE166NS,51.505237,-0.041055
SE166NT,51.505385,-0.040198
SE166NU,51.504907,-0.040118
SE166NX,51.501276,-0.036485
SE166PA,51.501304,-0.047290
SE166PE,51.501631,-0.046944
SE166PG,51.500255,-0.047508
SE166PJ,51.500248,-0.047623
SE166PL,51.500467,-0.047254
SE166PN,51.500697,-0.047604
SE166PP,51.500346,-0.048123
SE166PQ,51.500596,-0.047983
SE166PR,51.500932,-0.047652
SE166PS,51.500855,-0.046819
SE166PT,51.501126,-0.047413
SE166PU,51.501241,-0.046759
SE166PW,51.501479,-0.046475
SE166PX,51.501098,-0.046247
SE166PY,51.502045,-0.046999
SE166PZ,51.501179,-0.045725
SE166QA,51.498741,-0.038121
SE166QB,51.498252,-0.037926
SE166QD,51.498042,-0.037243
SE166QE,51.497217,-0.038979
SE166QG,51.497815,-0.038708
SE166QH,51.499173,-0.038145
SE166QJ,51.500305,-0.037045
SE166QL,51.499977,-0.038413
SE166QN,51.499371,-0.038151
SE166QQ,51.497934,-0.037781
SE166QW,51.499633,-0.038241
SE166RF,51.499120,-0.046303
SE166RG,51.498962,-0.046021
SE166RH,51.498757,-0.046664
SE166RJ,51.498617,-0.046353
SE166RL,51.498469,-0.046071
SE166RN,51.498698,-0.045831
SE166RS,51.500466,-0.043983
SE166RT,51.500085,-0.044316
SE166RU,51.500997,-0.044551
SE166RX,51.501042,-0.044001
SE166RZ,51.500522,-0.044615
SE166SA,51.501007,-0.041381
SE166SB,51.500566,-0.042437
SE166SD,51.500299,-0.041483
SE166SE,51.500829,-0.043088
SE166SF,51.499558,-0.045045
SE166SG,51.501100,-0.042645
SE166SH,51.500160,-0.045048
SE166SJ,51.500026,-0.041826
SE166SL,51.499608,-0.045878
SE166SN,51.499421,-0.046045
SE166SP,51.499976,-0.045344
SE166SQ,51.501247,-0.042292
SE166SR,51.499757,-0.045699
SE166SS,51.499907,-0.045520
SE166SW,51.499954,-0.044538
SE166SX,51.501252,-0.043114
SE166WA,51.492763,-0.080126
SE166WB,51.499954,-0.044538
SE166WD,51.492763,-0.080126
SE166WG,51.492763,-0.080126
SE166WH,51.492763,-0.080126
SE166WJ,51.492763,-0.080126
SE166WL,51.501252,-0.043114
SE166WN,51.496288,-0.067501
SE166WP,51.501252,-0.043114
SE166WT,51.492763,-0.080126
SE166WU,51.492763,-0.080126
SE166WW,51.492763,-0.080126
SE166WX,51.496288,-0.067501
SE166WY,51.496288,-0.067501
SE166WZ,51.496288,-0.067501
SE166XA,51.500668,-0.045300
SE166XB,51.499918,-0.046168
SE166XD,51.500312,-0.046612
SE166XE,51.500341,-0.045631
SE166XF,51.500875,-0.046415
SE166XG,51.500129,-0.045885
SE166XT,51.496288,-0.067501
SE166XY,51.501252,-0.043114
SE166XZ,51.499319,-0.048542
SE166YB,51.499124,-0.047614
SE166YE,51.501252,-0.043114
SE166YF,51.499124,-0.047614
SE166YG,51.499100,-0.047816
SE166YH,51.499047,-0.047314
SE166YJ,51.499536,-0.047538
SE166YL,51.498982,-0.047173
SE166YN,51.499422,-0.047687
SE166YP,51.499394,-0.047098
SE166YQ,51.499280,-0.047837
SE166YR,51.499281,-0.046800
SE166YZ,51.492763,-0.080126
SE166ZA,51.492763,-0.080126
SE166ZB,51.496288,-0.067501
SE166ZD,51.501252,-0.043114
SE166ZE,51.501252,-0.043114
SE166ZF,51.496288,-0.067501
SE166ZG,51.496288,-0.067501
SE166ZL,51.492763,-0.080126
SE166ZP,51.496288,-0.067501
SE167AA,51.491798,-0.042395
SE167AB,51.492774,-0.039486
SE167AD,51.492608,-0.041928
SE167AE,51.492752,-0.041389
SE167AF,51.492987,-0.040414
SE167AJ,51.498690,-0.047992
SE167AL,51.492763,-0.080126
SE167AN,51.498539,-0.048676
SE167AP,51.498539,-0.048676
SE167AQ,51.498539,-0.048676
SE167AR,51.497810,-0.049154
SE167AS,51.499744,-0.048668
SE167AT,51.498068,-0.053321
SE167AU,51.498034,-0.052933
SE167AW,51.500080,-0.048336
SE167AX,51.498367,-0.052372
SE167AY,51.498480,-0.051632
SE167AZ,51.498146,-0.051560
SE167BA,51.497812,-0.051444
SE167BB,51.498169,-0.050781
SE167BD,51.498169,-0.050781
SE167BE,51.497549,-0.050807
SE167BF,51.492763,-0.080126
SE167BG,51.497549,-0.050807
SE167BH,51.497674,-0.052344
SE167BJ,51.497885,-0.052623
SE167BL,51.497382,-0.052644
SE167BN,51.497063,-0.052917
SE167BQ,51.497575,-0.051800
SE167BS,51.499852,-0.052986
SE167BT,51.500080,-0.048336
SE167BU,51.498982,-0.048830
SE167BW,51.499140,-0.048593
SE167BX,51.499560,-0.048949
SE167BY,51.499405,-0.049403
SE167BZ,51.499132,-0.049213
SE167DA,51.502468,-0.049690
SE167DB,51.502372,-0.049852
SE167DD,51.502103,-0.051031
SE167DE,51.501285,-0.049956
SE167DF,51.502053,-0.050716
SE167DG,51.501691,-0.050573
SE167DH,51.500448,-0.049387
SE167DJ,51.502145,-0.050265
SE167DL,51.499420,-0.050281
SE167DN,51.501144,-0.049573
SE167DP,51.492122,-0.038160
SE167DQ,51.500894,-0.049137
SE167DR,51.492102,-0.038003
SE167DS,51.491873,-0.037739
SE167DT,51.500699,-0.050370
SE167DU,51.501825,-0.051057
SE167DW,51.491873,-0.037739
SE167DX,51.498730,-0.049359
SE167DY,51.500441,-0.050050
SE167DZ,51.499022,-0.049577
SE167EA,51.498704,-0.049937
SE167EB,51.499136,-0.049990
SE167ED,51.498565,-0.049683
SE167EE,51.498412,-0.049690
SE167EF,51.498412,-0.049690
SE167EG,51.491468,-0.037756
SE167EH,51.490758,-0.037225
SE167EJ,51.491557,-0.037162
SE167EL,51.490855,-0.036601
SE167EN,51.491171,-0.037164
SE167EP,51.491533,-0.036284
SE167EQ,51.491812,-0.036272
SE167ER,51.497131,-0.040841
SE167ES,51.497529,-0.040939
SE167ET,51.498006,-0.040976
SE167EU,51.498416,-0.040743
SE167EW,51.498720,-0.041219
SE167EX,51.493313,-0.038887
SE167EY,51.493080,-0.038969
SE167EZ,51.491866,-0.038402
SE167FA,51.492082,-0.036822
SE167FB,51.493151,-0.039456
SE167FD,51.496288,-0.067501
SE167FE,51.495904,-0.041643
SE167FF,51.492480,-0.035321
SE167FG,51.495904,-0.041643
SE167FH,51.492854,-0.036731
SE167FJ,51.493092,-0.035396
SE167FL,51.493376,-0.034101
SE167FN,51.492600,-0.036051
SE167FP,51.492186,-0.036558
SE167FQ,51.492484,-0.035076
SE167FR,51.498827,-0.042209
SE167FS,51.498827,-0.042209
SE167FT,51.498827,-0.042209
SE167FU,51.498047,-0.047199
SE167FW,51.498047,-0.047199
SE167FX,51.498047,-0.047199
SE167FY,51.498047,-0.047199
SE167FZ,51.498047,-0.047199
SE167GA,51.498088,-0.032991
SE167GF,51.493674,-0.046550
SE167GG,51.499549,-0.051025
SE167GH,51.499456,-0.041649
SE167GJ,51.499491,-0.053491
SE167HA,51.500150,-0.049846
SE167HD,51.497473,-0.034386
SE167HQ,51.497610,-0.033962
SE167HS,51.498846,-0.050910
SE167HT,51.501437,-0.050425
SE167HU,51.501533,-0.050277
SE167HX,51.500793,-0.051159
SE167HY,51.499852,-0.052986
SE167HZ,51.499728,-0.053092
SE167JA,51.500765,-0.051102
SE167JB,51.499345,-0.053900
SE167JD,51.500073,-0.051708
SE167JE,51.500122,-0.050337
SE167JF,51.499701,-0.052055
SE167JG,51.499981,-0.052634
SE167JH,51.499550,-0.052696
SE167JJ,51.499292,-0.051756
SE167JL,51.499261,-0.052074
SE167JN,51.499261,-0.052074
SE167JP,51.498488,-0.053159
SE167JQ,51.499480,-0.052828
SE167JR,51.498488,-0.053159
SE167JS,51.498824,-0.053390
SE167JT,51.500111,-0.050727
SE167JU,51.500457,-0.051015
SE167JW,51.499261,-0.052074
SE167JX,51.501008,-0.050616
SE167JY,51.500702,-0.050586
SE167JZ,51.498951,-0.051252
SE167LA,51.495497,-0.037770
SE167LB,51.499138,-0.044169
SE167LD,51.498221,-0.044699
SE167LE,51.499193,-0.044758
SE167LF,51.496744,-0.040829
SE167LG,51.496804,-0.041705
SE167LH,51.496357,-0.041350
SE167LJ,51.495058,-0.046462
SE167LL,51.495399,-0.046937
SE167LN,51.500171,-0.052179
SE167LP,51.499605,-0.043544
SE167LQ,51.496702,-0.040456
SE167LR,51.495058,-0.046462
SE167LS,51.498143,-0.033565
SE167LT,51.496881,-0.035045
SE167LU,51.498186,-0.033477
SE167LW,51.495885,-0.043733
SE167LX,51.497895,-0.033287
SE167LY,51.496937,-0.033516
SE167LZ,51.497473,-0.034386
SE167NA,51.495058,-0.046462
SE167NB,51.495058,-0.046462
SE167ND,51.497640,-0.043859
SE167NE,51.496895,-0.033691
SE167NF,51.496900,-0.050129
SE167PF,51.495982,-0.039349
SE167PG,51.496168,-0.039701
SE167PH,51.495904,-0.041643
SE167PJ,51.497640,-0.043859
SE167PL,51.495610,-0.039149
SE167PN,51.495919,-0.041484
SE167PP,51.495970,-0.041294
SE167PQ,51.495257,-0.039538
SE167PR,51.495293,-0.038989
SE167PS,51.495519,-0.042841
SE167PT,51.495770,-0.040640
SE167PU,51.495173,-0.042567
SE167PW,51.494418,-0.044199
SE167PX,51.494816,-0.043260
SE167PY,51.495245,-0.042074
SE167PZ,51.495442,-0.041461
SE167QA,51.498175,-0.035508
SE167QB,51.497916,-0.036672
SE167QF,51.497828,-0.035696
SE167QG,51.498107,-0.035742
SE167QP,51.497027,-0.035126
SE167QR,51.497758,-0.035325
SE167QW,51.497027,-0.035126
SE167QZ,51.492763,-0.080126
SE167RA,51.502223,-0.051199
SE167RB,51.502614,-0.050389
SE167RD,51.502982,-0.049797
SE167RH,51.493067,-0.041923
SE167RJ,51.492876,-0.043400
SE167RL,51.493027,-0.041680
SE167RN,51.493161,-0.042726
SE167RP,51.493267,-0.041007
SE167RR,51.493430,-0.040496
SE167RW,51.493428,-0.041504
SE167RY,51.492763,-0.080126
SE167SX,51.493798,-0.039428
SE167SY,51.493113,-0.039832
SE167SZ,51.494204,-0.033562
SE167TA,51.496699,-0.033800
SE167TB,51.495952,-0.033760
SE167TD,51.495095,-0.033062
SE167TE,51.494153,-0.038059
SE167TF,51.494412,-0.036895
SE167TG,51.493055,-0.038019
SE167TH,51.496684,-0.032936
SE167TJ,51.493055,-0.038019
SE167TL,51.493055,-0.038019
SE167TN,51.497366,-0.033368
SE167TP,51.496005,-0.038022
SE167TQ,51.494449,-0.034790
SE167TR,51.496785,-0.036245
SE167TS,51.496586,-0.037781
SE167TT,51.496803,-0.038406
SE167TU,51.493080,-0.040021
SE167TW,51.497366,-0.033368
SE167TX,51.493183,-0.038633
SE167TY,51.494365,-0.033540
SE167TZ,51.497129,-0.036908
SE167UA,51.496456,-0.034905
SE167UB,51.493055,-0.038019
SE167UD,51.491312,-0.036999
SE167UE,51.492245,-0.035259
SE167UF,51.494785,-0.034992
SE167UG,51.494785,-0.034992
SE167UN,51.492763,-0.080126
SE167UP,51.496318,-0.035747
SE167UQ,51.492763,-0.080126
SE167UR,51.497146,-0.036331
SE167US,51.494821,-0.033910
SE167UT,51.496159,-0.035422
SE167UU,51.492763,-0.080126
SE167UW,51.497103,-0.035929
SE167UX,51.492762,-0.033955
SE167UY,51.492762,-0.033955
SE167UZ,51.496288,-0.067501
SE167WA,51.493382,-0.044114
SE167WB,51.493518,-0.044180
SE167WD,51.493663,-0.044260
SE167WE,51.493799,-0.044326
SE167WF,51.493899,-0.044365
SE167WG,51.493938,-0.044536
SE167WH,51.492632,-0.037994
SE167WJ,51.492825,-0.037683
SE167WL,51.492825,-0.037683
SE167WN,51.492763,-0.080126
SE167WP,51.492763,-0.080126
SE167WQ,51.496288,-0.067501
SE167WR,51.496288,-0.067501
SE167WS,51.496288,-0.067501
SE167WT,51.496357,-0.041350
SE167WU,51.496288,-0.067501
SE167WW,51.496288,-0.067501
SE167WX,51.492763,-0.080126
SE167WY,51.496288,-0.067501
SE167WZ,51.492763,-0.080126
SE167XA,51.496288,-0.067501
SE167XB,51.496288,-0.067501
SE167XD,51.492763,-0.080126
SE167XE,51.492763,-0.080126
SE167XF,51.496288,-0.067501
SE167XG,51.496288,-0.067501
SE167XH,51.492763,-0.080126
SE167XJ,51.496288,-0.067501
SE167XL,51.492763,-0.080126
SE167XN,51.492763,-0.080126
SE167XR,51.492763,-0.080126
SE167XS,51.492763,-0.080126
SE167XT,51.496288,-0.067501
SE167XU,51.492763,-0.080126
SE167XW,51.492763,-0.080126
SE167XX,51.492763,-0.080126
SE167XY,51.492763,-0.080126
SE167XZ,51.492763,-0.080126
SE167YE,51.496288,-0.067501
SE167YH,51.495904,-0.041643
SE167YN,51.492763,-0.080126
SE167YP,51.496288,-0.067501
SE167YQ,51.492763,-0.080126
SE167YR,51.492763,-0.080126
SE167YS,51.495904,-0.041643
SE167YZ,51.492763,-0.080126
SE167ZB,51.496288,-0.067501
SE167ZD,51.492763,-0.080126
SE167ZE,51.496288,-0.067501
SE167ZF,51.492763,-0.080126
SE167ZG,51.496288,-0.067501
SE167ZH,51.496288,-0.067501
SE167ZJ,51.496288,-0.067501
SE167ZL,51.496288,-0.067501
SE167ZN,51.495904,-0.041643
SE167ZP,51.492763,-0.080126
SE167ZQ,51.496288,-0.067501
SE167ZR,51.496288,-0.067501
